page_index	page_id	part	chapter	template	composition	status	priority	issue	suggested_manual_action	tables
327	all-page-0326	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
328	all-page-0327	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
329	all-page-0328	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
330	all-page-0329	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
331	all-page-0330	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
332	all-page-0331	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
333	all-page-0332	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
334	all-page-0333	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
335	all-page-0334	PARTE VI — CONDUZINDO KALLISTIS	ADVERSÁRIOS COMUNS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
336	all-page-0335	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
337	all-page-0336	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
338	all-page-0337	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
339	all-page-0338	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
340	all-page-0339	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
341	all-page-0340	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
342	all-page-0341	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
343	all-page-0342	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
344	all-page-0343	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
345	all-page-0344	PARTE VI — CONDUZINDO KALLISTIS	ELITES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
346	all-page-0345	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
347	all-page-0346	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
348	all-page-0347	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
349	all-page-0348	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
350	all-page-0349	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
351	all-page-0350	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
352	all-page-0351	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
353	all-page-0352	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
354	all-page-0353	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
355	all-page-0354	PARTE VI — CONDUZINDO KALLISTIS	CHEFES E AMEAÇAS SINGULARES	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
356	all-page-0355	PARTE VI — CONDUZINDO KALLISTIS	FENÔMENOS E PERIGOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
357	all-page-0356	PARTE VI — CONDUZINDO KALLISTIS	FENÔMENOS E PERIGOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
358	all-page-0357	PARTE VI — CONDUZINDO KALLISTIS	FENÔMENOS E PERIGOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
359	all-page-0358	PARTE VI — CONDUZINDO KALLISTIS	FENÔMENOS E PERIGOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
360	all-page-0359	PARTE VI — CONDUZINDO KALLISTIS	FENÔMENOS E PERIGOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
361	all-page-0360	PARTE VI — CONDUZINDO KALLISTIS	FENÔMENOS E PERIGOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
362	all-page-0361	PARTE VI — CONDUZINDO KALLISTIS	FENÔMENOS E PERIGOS	rules_2col	REFERENCE_TABLE	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
363	all-page-0362	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	BESTIARY_ENTRY	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
364	all-page-0363	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
365	all-page-0364	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
366	all-page-0365	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
367	all-page-0366	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
368	all-page-0367	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
369	all-page-0368	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
370	all-page-0369	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
371	all-page-0370	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
372	all-page-0371	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
373	all-page-0372	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
374	all-page-0373	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
375	all-page-0374	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
376	all-page-0375	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
377	all-page-0376	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	BESTIARY_ENTRY	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
378	all-page-0377	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
379	all-page-0378	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
380	all-page-0379	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
381	all-page-0380	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
382	all-page-0381	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
383	all-page-0382	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
384	all-page-0383	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
385	all-page-0384	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
386	all-page-0385	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
387	all-page-0386	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
388	all-page-0387	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
389	all-page-0388	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
390	all-page-0389	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
391	all-page-0390	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
392	all-page-0391	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
393	all-page-0392	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
394	all-page-0393	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
395	all-page-0394	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
396	all-page-0395	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
397	all-page-0396	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	chapter_opening	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
398	all-page-0397	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	full_art	BESTIARY_ENTRY	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
399	all-page-0398	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
400	all-page-0399	PARTE VI — CONDUZINDO KALLISTIS	FAUNA, ENTIDADES E COLOSSAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
401	all-page-0400	PARTE VI — CONDUZINDO KALLISTIS	MODELOS DE ADAPTAÇÃO	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
402	all-page-0401	PARTE VI — CONDUZINDO KALLISTIS	ENCONTROS PRONTOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
403	all-page-0402	PARTE VI — CONDUZINDO KALLISTIS	ENCONTROS PRONTOS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
404	all-page-0403	PARTE VI — CONDUZINDO KALLISTIS	TABELAS REGIONAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
405	all-page-0404	PARTE VI — CONDUZINDO KALLISTIS	TABELAS REGIONAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	3 tabelas
406	all-page-0405	PARTE VI — CONDUZINDO KALLISTIS	TABELAS REGIONAIS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	2 tabelas
407	all-page-0406	PARTE VI — CONDUZINDO KALLISTIS	RECOMPENSAS E CONSEQUÊNCIAS	rules_2col	REFERENCE_TABLE	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	1 tabelas
408	all-page-0407	APÊNDICES	APÊNDICES	chapter_opening	IMAGE_TOP	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
409	all-page-0408	APÊNDICES	FICHA DE PERSONAGEM	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
410	all-page-0409	APÊNDICES	FICHA DE PERSONAGEM	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
411	all-page-0410	APÊNDICES	REFERÊNCIA RÁPIDA	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
412	all-page-0411	APÊNDICES	REFERÊNCIA RÁPIDA	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
413	all-page-0412	APÊNDICES	REFERÊNCIA RÁPIDA	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
414	all-page-0413	APÊNDICES	REFERÊNCIA RÁPIDA	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
415	all-page-0414	APÊNDICES	Glossário essencial	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
416	all-page-0415	MI NAM. MI RAAR.	MI NAM. MI RAAR.	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
417	all-page-0416	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	PLAYER_SHEET_CONTRACT_NOT_MATERIALIZED_AS_NATIVE_PAGES	Na fase manual, materializar as quatro páginas nativas da ficha usando o pacote F01-F22; manter o contrato textual até lá.	
418	all-page-0417	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Pacote de assets	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	LOW_FILL_OR_SHORT_COMPOSITION	Verificar ritmo, espaço negativo e eventual arte contextual; não comprimir texto automaticamente.	
419	all-page-0418	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Dicionário dos assets	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	PLAYER_SHEET_CONTRACT_NOT_MATERIALIZED_AS_NATIVE_PAGES	Na fase manual, materializar as quatro páginas nativas da ficha usando o pacote F01-F22; manter o contrato textual até lá.	1 tabelas
420	all-page-0419	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Dicionário dos assets	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	PLAYER_SHEET_CONTRACT_NOT_MATERIALIZED_AS_NATIVE_PAGES	Na fase manual, materializar as quatro páginas nativas da ficha usando o pacote F01-F22; manter o contrato textual até lá.	1 tabelas
421	all-page-0420	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Página 2 — TRILHA / AÇÃO	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
422	all-page-0421	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Página 4 — MEMÓRIA / PROGRESSÃO	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
423	all-page-0422	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Suplementos	narrative	TEXT_FLOW	MVP_GOOD	-		Nenhuma ação estrutural; refinar somente se a revisão humana encontrar ganho editorial claro.	
424	all-page-0423	BOOKMAKER CONTRACT — KALLISTIS FICHA DO JOGADOR	Gate de materialização	narrative	TEXT_FLOW	MANUAL_REVIEW	P2	PLAYER_SHEET_CONTRACT_NOT_MATERIALIZED_AS_NATIVE_PAGES	Na fase manual, materializar as quatro páginas nativas da ficha usando o pacote F01-F22; manter o contrato textual até lá.	
